Country_Code,Country,Year,Series,Value
440,Lithuania,2010,Life expectancy at birth for both sexes (years),73.4
440,Lithuania,2010,Life expectancy at birth for males (years),67.9
440,Lithuania,2010,Life expectancy at birth for females (years),78.8
440,Lithuania,2015,Population annual rate of increase (percent),-1
440,Lithuania,2015,Total fertility rate (children per women),1.7
440,Lithuania,2015,"Infant mortality for both sexes (per 1,000 live births)",4
440,Lithuania,2015,"Maternal mortality ratio (deaths per 100,000 population)",8
440,Lithuania,2015,Life expectancy at birth for both sexes (years),74.6
440,Lithuania,2015,Life expectancy at birth for males (years),69.6
440,Lithuania,2015,Life expectancy at birth for females (years),79.5
440,Lithuania,2020,Population annual rate of increase (percent),-1.1
440,Lithuania,2020,Total fertility rate (children per women),1.6
440,Lithuania,2020,"Infant mortality for both sexes (per 1,000 live births)",2.7
440,Lithuania,2020,"Maternal mortality ratio (deaths per 100,000 population)",9
440,Lithuania,2020,Life expectancy at birth for both sexes (years),75.1
440,Lithuania,2020,Life expectancy at birth for males (years),70.1
440,Lithuania,2020,Life expectancy at birth for females (years),80
440,Lithuania,2022,Population annual rate of increase (percent),-1.4
440,Lithuania,2022,Total fertility rate (children per women),1.6
440,Lithuania,2022,"Infant mortality for both sexes (per 1,000 live births)",2.8
440,Lithuania,2022,Life expectancy at birth for both sexes (years),74.3
440,Lithuania,2022,Life expectancy at birth for males (years),69.5
440,Lithuania,2022,Life expectancy at birth for females (years),79.1
442,Luxembourg,2010,Population annual rate of increase (percent),1.9
442,Luxembourg,2010,Total fertility rate (children per women),1.6
442,Luxembourg,2010,"Infant mortality for both sexes (per 1,000 live births)",3.8
442,Luxembourg,2010,"Maternal mortality ratio (deaths per 100,000 population)",8
442,Luxembourg,2010,Life expectancy at birth for both sexes (years),80.6
442,Luxembourg,2010,Life expectancy at birth for males (years),77.9
442,Luxembourg,2010,Life expectancy at birth for females (years),83.2
442,Luxembourg,2015,Population annual rate of increase (percent),2.3
442,Luxembourg,2015,Total fertility rate (children per women),1.5
442,Luxembourg,2015,"Infant mortality for both sexes (per 1,000 live births)",2.5
442,Luxembourg,2015,"Maternal mortality ratio (deaths per 100,000 population)",7
442,Luxembourg,2015,Life expectancy at birth for both sexes (years),81.8
442,Luxembourg,2015,Life expectancy at birth for males (years),79.7
442,Luxembourg,2015,Life expectancy at birth for females (years),83.9
442,Luxembourg,2020,Population annual rate of increase (percent),1.4
442,Luxembourg,2020,Total fertility rate (children per women),1.4
442,Luxembourg,2020,"Infant mortality for both sexes (per 1,000 live births)",4.4
442,Luxembourg,2020,"Maternal mortality ratio (deaths per 100,000 population)",6
442,Luxembourg,2020,Life expectancy at birth for both sexes (years),81.4
442,Luxembourg,2020,Life expectancy at birth for males (years),79.2
442,Luxembourg,2020,Life expectancy at birth for females (years),83.7
442,Luxembourg,2022,Population annual rate of increase (percent),1.1
442,Luxembourg,2022,Total fertility rate (children per women),1.4
442,Luxembourg,2022,"Infant mortality for both sexes (per 1,000 live births)",3.1
442,Luxembourg,2022,Life expectancy at birth for both sexes (years),82.6
442,Luxembourg,2022,Life expectancy at birth for males (years),80.4
442,Luxembourg,2022,Life expectancy at birth for females (years),84.8
450,Madagascar,2010,Population annual rate of increase (percent),2.8
450,Madagascar,2010,Total fertility rate (children per women),4.8
450,Madagascar,2010,"Infant mortality for both sexes (per 1,000 live births)",47.1
450,Madagascar,2010,"Maternal mortality ratio (deaths per 100,000 population)",497
450,Madagascar,2010,Life expectancy at birth for both sexes (years),62.9
450,Madagascar,2010,Life expectancy at birth for males (years),61.2
450,Madagascar,2010,Life expectancy at birth for females (years),64.6
450,Madagascar,2015,Population annual rate of increase (percent),2.6
450,Madagascar,2015,Total fertility rate (children per women),4.2
450,Madagascar,2015,"Infant mortality for both sexes (per 1,000 live births)",41.3
450,Madagascar,2015,"Maternal mortality ratio (deaths per 100,000 population)",482
450,Madagascar,2015,Life expectancy at birth for both sexes (years),64.3
450,Madagascar,2015,Life expectancy at birth for males (years),62.4
450,Madagascar,2015,Life expectancy at birth for females (years),66.3
450,Madagascar,2020,Population annual rate of increase (percent),2.5
450,Madagascar,2020,Total fertility rate (children per women),3.9
450,Madagascar,2020,"Infant mortality for both sexes (per 1,000 live births)",36.3
450,Madagascar,2020,"Maternal mortality ratio (deaths per 100,000 population)",392
450,Madagascar,2020,Life expectancy at birth for both sexes (years),65.2
450,Madagascar,2020,Life expectancy at birth for males (years),62.9
450,Madagascar,2020,Life expectancy at birth for females (years),67.6
450,Madagascar,2022,Population annual rate of increase (percent),2.4
450,Madagascar,2022,Total fertility rate (children per women),3.8
450,Madagascar,2022,"Infant mortality for both sexes (per 1,000 live births)",32.6
450,Madagascar,2022,Life expectancy at birth for both sexes (years),65.2
450,Madagascar,2022,Life expectancy at birth for males (years),63
450,Madagascar,2022,Life expectancy at birth for females (years),67.6
454,Malawi,2010,Population annual rate of increase (percent),2.9
454,Malawi,2010,Total fertility rate (children per women),5.3
454,Malawi,2010,"Infant mortality for both sexes (per 1,000 live births)",56.9
454,Malawi,2010,"Maternal mortality ratio (deaths per 100,000 population)",513
454,Malawi,2010,Life expectancy at birth for both sexes (years),56.4
454,Malawi,2010,Life expectancy at birth for males (years),54.3
454,Malawi,2010,Life expectancy at birth for females (years),58.4
454,Malawi,2015,Population annual rate of increase (percent),2.7
454,Malawi,2015,Total fertility rate (children per women),4.5
454,Malawi,2015,"Infant mortality for both sexes (per 1,000 live births)",38.5
454,Malawi,2015,"Maternal mortality ratio (deaths per 100,000 population)",445
454,Malawi,2015,Life expectancy at birth for both sexes (years),61.4
454,Malawi,2015,Life expectancy at birth for males (years),58.2
454,Malawi,2015,Life expectancy at birth for females (years),64.7
454,Malawi,2020,Population annual rate of increase (percent),2.6
454,Malawi,2020,Total fertility rate (children per women),4
454,Malawi,2020,"Infant mortality for both sexes (per 1,000 live births)",28.7
454,Malawi,2020,"Maternal mortality ratio (deaths per 100,000 population)",381
454,Malawi,2020,Life expectancy at birth for both sexes (years),63.7
454,Malawi,2020,Life expectancy at birth for males (years),60
454,Malawi,2020,Life expectancy at birth for females (years),67.6
454,Malawi,2022,Population annual rate of increase (percent),2.5
454,Malawi,2022,Total fertility rate (children per women),3.8
454,Malawi,2022,"Infant mortality for both sexes (per 1,000 live births)",27.5
454,Malawi,2022,Life expectancy at birth for both sexes (years),62.9
454,Malawi,2022,Life expectancy at birth for males (years),59.6
454,Malawi,2022,Life expectancy at birth for females (years),66.3
458,Malaysia,2010,Population annual rate of increase (percent),1.6
458,Malaysia,2010,Total fertility rate (children per women),2.1
458,Malaysia,2010,"Infant mortality for both sexes (per 1,000 live births)",6.9
458,Malaysia,2010,"Maternal mortality ratio (deaths per 100,000 population)",25
458,Malaysia,2010,Life expectancy at birth for both sexes (years),74.4
458,Malaysia,2010,Life expectancy at birth for males (years),72.1
458,Malaysia,2010,Life expectancy at birth for females (years),77.1
458,Malaysia,2015,Population annual rate of increase (percent),1.5
458,Malaysia,2015,Total fertility rate (children per women),2
458,Malaysia,2015,"Infant mortality for both sexes (per 1,000 live births)",6.9
458,Malaysia,2015,"Maternal mortality ratio (deaths per 100,000 population)",22
458,Malaysia,2015,Life expectancy at birth for both sexes (years),75.1
458,Malaysia,2015,Life expectancy at birth for males (years),72.8
458,Malaysia,2015,Life expectancy at birth for females (years),77.7
458,Malaysia,2020,Population annual rate of increase (percent),1.2
458,Malaysia,2020,Total fertility rate (children per women),1.8
458,Malaysia,2020,"Infant mortality for both sexes (per 1,000 live births)",7.4
458,Malaysia,2020,"Maternal mortality ratio (deaths per 100,000 population)",21
458,Malaysia,2020,Life expectancy at birth for both sexes (years),75.9
458,Malaysia,2020,Life expectancy at birth for males (years),73.6
458,Malaysia,2020,Life expectancy at birth for females (years),78.5
458,Malaysia,2022,Population annual rate of increase (percent),1.1
458,Malaysia,2022,Total fertility rate (children per women),1.8
458,Malaysia,2022,"Infant mortality for both sexes (per 1,000 live births)",5.9
458,Malaysia,2022,Life expectancy at birth for both sexes (years),76.3
458,Malaysia,2022,Life expectancy at birth for males (years),74
458,Malaysia,2022,Life expectancy at birth for females (years),78.8
462,Maldives,2010,Population annual rate of increase (percent),3.5
462,Maldives,2010,Total fertility rate (children per women),2.3
462,Maldives,2010,"Infant mortality for both sexes (per 1,000 live births)",11.8
462,Maldives,2010,"Maternal mortality ratio (deaths per 100,000 population)",60
462,Maldives,2010,Life expectancy at birth for both sexes (years),77.7
462,Maldives,2010,Life expectancy at birth for males (years),76.8
462,Maldives,2010,Life expectancy at birth for females (years),78.8
462,Maldives,2015,Population annual rate of increase (percent),4.3
462,Maldives,2015,Total fertility rate (children per women),2
462,Maldives,2015,"Infant mortality for both sexes (per 1,000 live births)",8.3
462,Maldives,2015,"Maternal mortality ratio (deaths per 100,000 population)",57
462,Maldives,2015,Life expectancy at birth for both sexes (years),79.7
462,Maldives,2015,Life expectancy at birth for males (years),78.9
462,Maldives,2015,Life expectancy at birth for females (years),80.7
462,Maldives,2020,Population annual rate of increase (percent),1.4
462,Maldives,2020,Total fertility rate (children per women),1.7
462,Maldives,2020,"Infant mortality for both sexes (per 1,000 live births)",5.5
462,Maldives,2020,"Maternal mortality ratio (deaths per 100,000 population)",57
462,Maldives,2020,Life expectancy at birth for both sexes (years),79.9
462,Maldives,2020,Life expectancy at birth for males (years),78.9
462,Maldives,2020,Life expectancy at birth for females (years),81.3
462,Maldives,2022,Population annual rate of increase (percent),-0.4
462,Maldives,2022,Total fertility rate (children per women),1.7
462,Maldives,2022,"Infant mortality for both sexes (per 1,000 live births)",6
462,Maldives,2022,Life expectancy at birth for both sexes (years),80.8
462,Maldives,2022,Life expectancy at birth for males (years),80.1
462,Maldives,2022,Life expectancy at birth for females (years),81.8
466,Mali,2010,Population annual rate of increase (percent),3.3
466,Mali,2010,Total fertility rate (children per women),6.6
466,Mali,2010,"Infant mortality for both sexes (per 1,000 live births)",76.5
466,Mali,2010,"Maternal mortality ratio (deaths per 100,000 population)",547
466,Mali,2010,Life expectancy at birth for both sexes (years),56.4
466,Mali,2010,Life expectancy at birth for males (years),55.5
466,Mali,2010,Life expectancy at birth for females (years),57.3
466,Mali,2015,Population annual rate of increase (percent),3.1
466,Mali,2015,Total fertility rate (children per women),6.4
466,Mali,2015,"Infant mortality for both sexes (per 1,000 live births)",65.8
466,Mali,2015,"Maternal mortality ratio (deaths per 100,000 population)",494
466,Mali,2015,Life expectancy at birth for both sexes (years),58.4
466,Mali,2015,Life expectancy at birth for males (years),57.3
466,Mali,2015,Life expectancy at birth for females (years),59.5
466,Mali,2020,Population annual rate of increase (percent),3.2
466,Mali,2020,Total fertility rate (children per women),6
466,Mali,2020,"Infant mortality for both sexes (per 1,000 live births)",57.1
466,Mali,2020,"Maternal mortality ratio (deaths per 100,000 population)",440
466,Mali,2020,Life expectancy at birth for both sexes (years),58.6
466,Mali,2020,Life expectancy at birth for males (years),57.4
466,Mali,2020,Life expectancy at birth for females (years),59.9
466,Mali,2022,Population annual rate of increase (percent),3.1
466,Mali,2022,Total fertility rate (children per women),5.9
466,Mali,2022,"Infant mortality for both sexes (per 1,000 live births)",53.3
466,Mali,2022,Life expectancy at birth for both sexes (years),59.4
466,Mali,2022,Life expectancy at birth for males (years),58.1
466,Mali,2022,Life expectancy at birth for females (years),60.8
470,Malta,2010,Population annual rate of increase (percent),0.9
470,Malta,2010,Total fertility rate (children per women),1.4
470,Malta,2010,"Infant mortality for both sexes (per 1,000 live births)",6
470,Malta,2010,"Maternal mortality ratio (deaths per 100,000 population)",5
470,Malta,2010,Life expectancy at birth for both sexes (years),81.8
470,Malta,2010,Life expectancy at birth for males (years),79.6
470,Malta,2010,Life expectancy at birth for females (years),83.7
470,Malta,2015,Population annual rate of increase (percent),2.3
470,Malta,2015,Total fertility rate (children per women),1.4
470,Malta,2015,"Infant mortality for both sexes (per 1,000 live births)",6.1
470,Malta,2015,"Maternal mortality ratio (deaths per 100,000 population)",4
470,Malta,2015,Life expectancy at birth for both sexes (years),83
470,Malta,2015,Life expectancy at birth for males (years),80.4
470,Malta,2015,Life expectancy at birth for females (years),85.3
470,Malta,2020,Population annual rate of increase (percent),2.2
470,Malta,2020,Total fertility rate (children per women),1.2
470,Malta,2020,"Infant mortality for both sexes (per 1,000 live births)",3.3
470,Malta,2020,"Maternal mortality ratio (deaths per 100,000 population)",3
470,Malta,2020,Life expectancy at birth for both sexes (years),83.4
470,Malta,2020,Life expectancy at birth for males (years),80.6
470,Malta,2020,Life expectancy at birth for females (years),86.2
470,Malta,2022,Population annual rate of increase (percent),0.3
470,Malta,2022,Total fertility rate (children per women),1.2
470,Malta,2022,"Infant mortality for both sexes (per 1,000 live births)",5.3
470,Malta,2022,Life expectancy at birth for both sexes (years),83.7
470,Malta,2022,Life expectancy at birth for males (years),81.6
470,Malta,2022,Life expectancy at birth for females (years),85.7
584,Marshall Islands,2010,Population annual rate of increase (percent),-0.3
584,Marshall Islands,2010,Total fertility rate (children per women),3.6
584,Marshall Islands,2010,"Infant mortality for both sexes (per 1,000 live births)",31.4
584,Marshall Islands,2010,Life expectancy at birth for both sexes (years),63.2
584,Marshall Islands,2010,Life expectancy at birth for males (years),61.7
584,Marshall Islands,2010,Life expectancy at birth for females (years),65.1
584,Marshall Islands,2015,Population annual rate of increase (percent),-2.1
584,Marshall Islands,2015,Total fertility rate (children per women),3.1
584,Marshall Islands,2015,"Infant mortality for both sexes (per 1,000 live births)",28.7
584,Marshall Islands,2015,Life expectancy at birth for both sexes (years),63.8
584,Marshall Islands,2015,Life expectancy at birth for males (years),62.3
584,Marshall Islands,2015,Life expectancy at birth for females (years),65.7
584,Marshall Islands,2022,Population annual rate of increase (percent),1
584,Marshall Islands,2022,Total fertility rate (children per women),2.7
584,Marshall Islands,2022,"Infant mortality for both sexes (per 1,000 live births)",24.5
584,Marshall Islands,2022,Life expectancy at birth for both sexes (years),65.1
584,Marshall Islands,2022,Life expectancy at birth for males (years),63.5
584,Marshall Islands,2022,Life expectancy at birth for females (years),67.1
474,Martinique,2010,Population annual rate of increase (percent),-0.6
474,Martinique,2010,Total fertility rate (children per women),2
474,Martinique,2010,"Infant mortality for both sexes (per 1,000 live births)",7.3
474,Martinique,2010,Life expectancy at birth for both sexes (years),81.6
474,Martinique,2010,Life expectancy at birth for males (years),78.1
474,Martinique,2010,Life expectancy at birth for females (years),84.7
474,Martinique,2015,Population annual rate of increase (percent),-0.8
474,Martinique,2015,Total fertility rate (children per women),2
474,Martinique,2015,"Infant mortality for both sexes (per 1,000 live births)",7.1
474,Martinique,2015,Life expectancy at birth for both sexes (years),82.2
474,Martinique,2015,Life expectancy at birth for males (years),79.2
474,Martinique,2015,Life expectancy at birth for females (years),84.9
474,Martinique,2022,Population annual rate of increase (percent),-0.1
474,Martinique,2022,Total fertility rate (children per women),1.9
474,Martinique,2022,"Infant mortality for both sexes (per 1,000 live births)",6.2
474,Martinique,2022,Life expectancy at birth for both sexes (years),83.3
474,Martinique,2022,Life expectancy at birth for males (years),80.3
474,Martinique,2022,Life expectancy at birth for females (years),86
478,Mauritania,2010,Population annual rate of increase (percent),2.9
478,Mauritania,2010,Total fertility rate (children per women),5
478,Mauritania,2010,"Infant mortality for both sexes (per 1,000 live births)",59.8
478,Mauritania,2010,"Maternal mortality ratio (deaths per 100,000 population)",586
478,Mauritania,2010,Life expectancy at birth for both sexes (years),63.1
478,Mauritania,2010,Life expectancy at birth for males (years),61.5
478,Mauritania,2010,Life expectancy at birth for females (years),64.7
478,Mauritania,2015,Population annual rate of increase (percent),2.6
478,Mauritania,2015,Total fertility rate (children per women),4.8
478,Mauritania,2015,"Infant mortality for both sexes (per 1,000 live births)",53
478,Mauritania,2015,"Maternal mortality ratio (deaths per 100,000 population)",510
478,Mauritania,2015,Life expectancy at birth for both sexes (years),64.5
478,Mauritania,2015,Life expectancy at birth for males (years),62.8
478,Mauritania,2015,Life expectancy at birth for females (years),66.3
478,Mauritania,2020,Population annual rate of increase (percent),2.6
478,Mauritania,2020,Total fertility rate (children per women),4.5
478,Mauritania,2020,"Infant mortality for both sexes (per 1,000 live births)",46.5
478,Mauritania,2020,"Maternal mortality ratio (deaths per 100,000 population)",464
478,Mauritania,2020,Life expectancy at birth for both sexes (years),64.5
478,Mauritania,2020,Life expectancy at birth for males (years),62.8
478,Mauritania,2020,Life expectancy at birth for females (years),66.3
478,Mauritania,2022,Population annual rate of increase (percent),2.6
478,Mauritania,2022,Total fertility rate (children per women),4.3
478,Mauritania,2022,"Infant mortality for both sexes (per 1,000 live births)",43.6
478,Mauritania,2022,Life expectancy at birth for both sexes (years),64.7
478,Mauritania,2022,Life expectancy at birth for males (years),63
478,Mauritania,2022,Life expectancy at birth for females (years),66.4
480,Mauritius,2010,Population annual rate of increase (percent),0.3
480,Mauritius,2010,Total fertility rate (children per women),1.6
480,Mauritius,2010,"Infant mortality for both sexes (per 1,000 live births)",12.3
480,Mauritius,2010,"Maternal mortality ratio (deaths per 100,000 population)",55
480,Mauritius,2010,Life expectancy at birth for both sexes (years),74
480,Mauritius,2010,Life expectancy at birth for males (years),70.6
480,Mauritius,2010,Life expectancy at birth for females (years),77.6
480,Mauritius,2015,Population annual rate of increase (percent),0.1
480,Mauritius,2015,Total fertility rate (children per women),1.4
480,Mauritius,2015,"Infant mortality for both sexes (per 1,000 live births)",12.3
480,Mauritius,2015,"Maternal mortality ratio (deaths per 100,000 population)",57
480,Mauritius,2015,Life expectancy at birth for both sexes (years),75
480,Mauritius,2015,Life expectancy at birth for males (years),71.9
480,Mauritius,2015,Life expectancy at birth for females (years),78.2
480,Mauritius,2020,Population annual rate of increase (percent),0.1
480,Mauritius,2020,Total fertility rate (children per women),1.4
480,Mauritius,2020,"Infant mortality for both sexes (per 1,000 live births)",14
480,Mauritius,2020,"Maternal mortality ratio (deaths per 100,000 population)",84
480,Mauritius,2020,Life expectancy at birth for both sexes (years),74.3
480,Mauritius,2020,Life expectancy at birth for males (years),71.1
480,Mauritius,2020,Life expectancy at birth for females (years),77.7
480,Mauritius,2022,Population annual rate of increase (percent),0.1
480,Mauritius,2022,Total fertility rate (children per women),1.4
480,Mauritius,2022,"Infant mortality for both sexes (per 1,000 live births)",13.4
480,Mauritius,2022,Life expectancy at birth for both sexes (years),74
480,Mauritius,2022,Life expectancy at birth for males (years),71
480,Mauritius,2022,Life expectancy at birth for females (years),77.1
175,Mayotte,2010,Population annual rate of increase (percent),2.6
175,Mayotte,2010,Total fertility rate (children per women),4.4
175,Mayotte,2010,"Infant mortality for both sexes (per 1,000 live births)",4.8
175,Mayotte,2010,Life expectancy at birth for both sexes (years),77.3
175,Mayotte,2010,Life expectancy at birth for males (years),74.6
175,Mayotte,2010,Life expectancy at birth for females (years),80.4
175,Mayotte,2015,Population annual rate of increase (percent),4.1
175,Mayotte,2015,Total fertility rate (children per women),4.9
175,Mayotte,2015,"Infant mortality for both sexes (per 1,000 live births)",4.1
175,Mayotte,2015,Life expectancy at birth for both sexes (years),77.4
175,Mayotte,2015,Life expectancy at birth for males (years),74.3
175,Mayotte,2015,Life expectancy at birth for females (years),80.9
175,Mayotte,2022,Population annual rate of increase (percent),3
175,Mayotte,2022,Total fertility rate (children per women),4.4
175,Mayotte,2022,"Infant mortality for both sexes (per 1,000 live births)",3.7
175,Mayotte,2022,Life expectancy at birth for both sexes (years),75
175,Mayotte,2022,Life expectancy at birth for males (years),71.9
175,Mayotte,2022,Life expectancy at birth for females (years),78.5
484,Mexico,2010,Population annual rate of increase (percent),1.4
484,Mexico,2010,Total fertility rate (children per women),2.3
484,Mexico,2010,"Infant mortality for both sexes (per 1,000 live births)",16.1
484,Mexico,2010,"Maternal mortality ratio (deaths per 100,000 population)",51
484,Mexico,2010,Life expectancy at birth for both sexes (years),74.2
484,Mexico,2010,Life expectancy at birth for males (years),71.3
484,Mexico,2010,Life expectancy at birth for females (years),77.1
484,Mexico,2015,Population annual rate of increase (percent),1.1
484,Mexico,2015,Total fertility rate (children per women),2.1
484,Mexico,2015,"Infant mortality for both sexes (per 1,000 live births)",13.7
484,Mexico,2015,"Maternal mortality ratio (deaths per 100,000 population)",52
484,Mexico,2015,Life expectancy at birth for both sexes (years),74.7
484,Mexico,2015,Life expectancy at birth for males (years),71.7
484,Mexico,2015,Life expectancy at birth for females (years),77.7
484,Mexico,2020,Population annual rate of increase (percent),0.6
484,Mexico,2020,Total fertility rate (children per women),1.9
484,Mexico,2020,"Infant mortality for both sexes (per 1,000 live births)",11.6
484,Mexico,2020,"Maternal mortality ratio (deaths per 100,000 population)",59
484,Mexico,2020,Life expectancy at birth for both sexes (years),70.1
484,Mexico,2020,Life expectancy at birth for males (years),66.3
484,Mexico,2020,Life expectancy at birth for females (years),74.3
484,Mexico,2022,Population annual rate of increase (percent),0.8
484,Mexico,2022,Total fertility rate (children per women),1.8
484,Mexico,2022,"Infant mortality for both sexes (per 1,000 live births)",10.9
484,Mexico,2022,Life expectancy at birth for both sexes (years),74.8
484,Mexico,2022,Life expectancy at birth for males (years),71.5
484,Mexico,2022,Life expectancy at birth for females (years),78.2
583,Micronesia (Fed. States of),2010,Population annual rate of increase (percent),0.3
583,Micronesia (Fed. States of),2010,Total fertility rate (children per women),3.2
583,Micronesia (Fed. States of),2010,"Infant mortality for both sexes (per 1,000 live births)",27
583,Micronesia (Fed. States of),2010,"Maternal mortality ratio (deaths per 100,000 population)",46
583,Micronesia (Fed. States of),2010,Life expectancy at birth for both sexes (years),71.2
583,Micronesia (Fed. States of),2010,Life expectancy at birth for males (years),68.2
583,Micronesia (Fed. States of),2010,Life expectancy at birth for females (years),74.4
583,Micronesia (Fed. States of),2015,Population annual rate of increase (percent),0.4
583,Micronesia (Fed. States of),2015,Total fertility rate (children per women),3
583,Micronesia (Fed. States of),2015,"Infant mortality for both sexes (per 1,000 live births)",24
583,Micronesia (Fed. States of),2015,"Maternal mortality ratio (deaths per 100,000 population)",64
583,Micronesia (Fed. States of),2015,Life expectancy at birth for both sexes (years),71.4
583,Micronesia (Fed. States of),2015,Life expectancy at birth for males (years),68.2
583,Micronesia (Fed. States of),2015,Life expectancy at birth for females (years),74.8
583,Micronesia (Fed. States of),2020,Population annual rate of increase (percent),0.9
583,Micronesia (Fed. States of),2020,Total fertility rate (children per women),2.8
583,Micronesia (Fed. States of),2020,"Infant mortality for both sexes (per 1,000 live births)",20.5
583,Micronesia (Fed. States of),2020,"Maternal mortality ratio (deaths per 100,000 population)",74
583,Micronesia (Fed. States of),2020,Life expectancy at birth for both sexes (years),70.7
583,Micronesia (Fed. States of),2020,Life expectancy at birth for males (years),67.1
583,Micronesia (Fed. States of),2020,Life expectancy at birth for females (years),74.5
583,Micronesia (Fed. States of),2022,Population annual rate of increase (percent),0.9
583,Micronesia (Fed. States of),2022,Total fertility rate (children per women),2.7
583,Micronesia (Fed. States of),2022,"Infant mortality for both sexes (per 1,000 live births)",18.9
583,Micronesia (Fed. States of),2022,Life expectancy at birth for both sexes (years),70.9
583,Micronesia (Fed. States of),2022,Life expectancy at birth for males (years),67.3
583,Micronesia (Fed. States of),2022,Life expectancy at birth for females (years),74.8
492,Monaco,2010,Population annual rate of increase (percent),2.3
492,Monaco,2010,Total fertility rate (children per women),2.2
492,Monaco,2010,"Infant mortality for both sexes (per 1,000 live births)",5
492,Monaco,2010,Life expectancy at birth for both sexes (years),84.6
492,Monaco,2010,Life expectancy at birth for males (years),82.5
492,Monaco,2010,Life expectancy at birth for females (years),86.7
492,Monaco,2015,Population annual rate of increase (percent),1.7
492,Monaco,2015,Total fertility rate (children per women),2.2
492,Monaco,2015,"Infant mortality for both sexes (per 1,000 live births)",4.5
492,Monaco,2015,Life expectancy at birth for both sexes (years),85.3
492,Monaco,2015,Life expectancy at birth for males (years),82.7
492,Monaco,2015,Life expectancy at birth for females (years),88.2
492,Monaco,2022,Population annual rate of increase (percent),-0.5
492,Monaco,2022,Total fertility rate (children per women),2.1
492,Monaco,2022,"Infant mortality for both sexes (per 1,000 live births)",3.6
492,Monaco,2022,Life expectancy at birth for both sexes (years),86.9
492,Monaco,2022,Life expectancy at birth for males (years),85.1
492,Monaco,2022,Life expectancy at birth for females (years),88.9
496,Mongolia,2010,Population annual rate of increase (percent),1.3
496,Mongolia,2010,Total fertility rate (children per women),2.5
496,Mongolia,2010,"Infant mortality for both sexes (per 1,000 live births)",21.7
496,Mongolia,2010,"Maternal mortality ratio (deaths per 100,000 population)",65
496,Mongolia,2010,Life expectancy at birth for both sexes (years),67.2
496,Mongolia,2010,Life expectancy at birth for males (years),63
496,Mongolia,2010,Life expectancy at birth for females (years),71.8
496,Mongolia,2015,Population annual rate of increase (percent),2.2
496,Mongolia,2015,Total fertility rate (children per women),3
496,Mongolia,2015,"Infant mortality for both sexes (per 1,000 live births)",16.3
496,Mongolia,2015,"Maternal mortality ratio (deaths per 100,000 population)",47
496,Mongolia,2015,Life expectancy at birth for both sexes (years),69.5
496,Mongolia,2015,Life expectancy at birth for males (years),65.5
496,Mongolia,2015,Life expectancy at birth for females (years),73.7
496,Mongolia,2020,Population annual rate of increase (percent),1.7
496,Mongolia,2020,Total fertility rate (children per women),2.9
496,Mongolia,2020,"Infant mortality for both sexes (per 1,000 live births)",13
496,Mongolia,2020,"Maternal mortality ratio (deaths per 100,000 population)",39
496,Mongolia,2020,Life expectancy at birth for both sexes (years),72.1
496,Mongolia,2020,Life expectancy at birth for males (years),67.5
496,Mongolia,2020,Life expectancy at birth for females (years),77
496,Mongolia,2022,Population annual rate of increase (percent),1.5
496,Mongolia,2022,Total fertility rate (children per women),2.8
496,Mongolia,2022,"Infant mortality for both sexes (per 1,000 live births)",8.8
496,Mongolia,2022,Life expectancy at birth for both sexes (years),72.7
496,Mongolia,2022,Life expectancy at birth for males (years),68.1
496,Mongolia,2022,Life expectancy at birth for females (years),77.4
499,Montenegro,2010,Population annual rate of increase (percent),0
499,Montenegro,2010,Total fertility rate (children per women),1.7
499,Montenegro,2010,"Infant mortality for both sexes (per 1,000 live births)",5.7
499,Montenegro,2010,"Maternal mortality ratio (deaths per 100,000 population)",7
499,Montenegro,2010,Life expectancy at birth for both sexes (years),76.1
499,Montenegro,2010,Life expectancy at birth for males (years),73.3
499,Montenegro,2010,Life expectancy at birth for females (years),78.9
499,Montenegro,2015,Population annual rate of increase (percent),-0.1
499,Montenegro,2015,Total fertility rate (children per women),1.7
499,Montenegro,2015,"Infant mortality for both sexes (per 1,000 live births)",2.6
499,Montenegro,2015,"Maternal mortality ratio (deaths per 100,000 population)",6
499,Montenegro,2015,Life expectancy at birth for both sexes (years),76.8
499,Montenegro,2015,Life expectancy at birth for males (years),74
499,Montenegro,2015,Life expectancy at birth for females (years),79.4
499,Montenegro,2020,Population annual rate of increase (percent),-0.3
499,Montenegro,2020,Total fertility rate (children per women),1.7
499,Montenegro,2020,"Infant mortality for both sexes (per 1,000 live births)",2.2
499,Montenegro,2020,"Maternal mortality ratio (deaths per 100,000 population)",6
499,Montenegro,2020,Life expectancy at birth for both sexes (years),76.3
499,Montenegro,2020,Life expectancy at birth for males (years),73.1
499,Montenegro,2020,Life expectancy at birth for females (years),79.5
499,Montenegro,2022,Population annual rate of increase (percent),-0.1
499,Montenegro,2022,Total fertility rate (children per women),1.7
499,Montenegro,2022,"Infant mortality for both sexes (per 1,000 live births)",1.2
499,Montenegro,2022,Life expectancy at birth for both sexes (years),76.8
499,Montenegro,2022,Life expectancy at birth for males (years),73.5
499,Montenegro,2022,Life expectancy at birth for females (years),80.3
500,Montserrat,2010,Population annual rate of increase (percent),1.4
500,Montserrat,2010,Total fertility rate (children per women),1.4
500,Montserrat,2010,"Infant mortality for both sexes (per 1,000 live births)",15.7
500,Montserrat,2010,Life expectancy at birth for both sexes (years),74.3
